tag,method,path,operationId,auth,param_count,request_body,success_codes,summary,response_schemas
accounting-account,GET,/api-v2/accounting-account,AccountingAccountController_index,Yes,7,,200,,200=>application/json:object
accounting-account,GET,/api-v2/accounting-account/{id},AccountingAccountController_getById,Yes,1,,200,,200=>application/json:object
accounting-account,POST,/api-v2/accounting-account,AccountingAccountController_create,Yes,0,application/json:CreateAccountingAccount,201,,201=>application/json:object
accounting-account,PATCH,/api-v2/accounting-account/{id},AccountingAccountController_updateAccountingCode,Yes,1,application/json:UpdateAccountingAccount,200,,200=>application/json:object
accounting-code,GET,/api-v2/accounting-code,AccountingCodeController_index,Yes,7,,200,,200=>application/json:object
accounting-code,GET,/api-v2/accounting-code/{id},AccountingCodeController_getById,Yes,1,,200,,200=>application/json:object
accounting-code,POST,/api-v2/accounting-code,AccountingCodeController_create,Yes,0,application/json:CreateAccountingCode,201,,201=>application/json:object
accounting-code,PATCH,/api-v2/accounting-code/{id},AccountingCodeController_updateAccountingCode,Yes,1,application/json:UpdateAccountingCode,200,,200=>application/json:object
actions,GET,/api-v2/actions,ActionsController_index,Yes,7,,200,,200=>application/json:object
alert-templates,GET,/api-v2/alert-templates,AlertTemplateController_index,Yes,7,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/churn,AnalyticsController_getChurn,Yes,3,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/conference-amenity,AnalyticsController_getAmenityAnalytics,Yes,3,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/dashboard-event-calendar,AnalyticsController_getDashboardEventCalendar,Yes,3,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/discount-pie-chart,AnalyticsController_getDiscountPieChart,Yes,3,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/move-in-move-out-widget,AnalyticsController_getMoveInMoveOutWidget,Yes,3,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/move-in-out,AnalyticsController_getMoveInOutAnalytics,Yes,2,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/occupancy/breakdown,AnalyticsController_getOccupancyBreakdown,Yes,3,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/occupancy/general,AnalyticsController_getGenralOccupancyStatistics,Yes,2,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/occupancy/timeline,AnalyticsController_getOccupancyByType,Yes,3,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/overview-widget,AnalyticsController_getOverview,Yes,3,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/report-categories,AnalyticsController_getReportCategories,Yes,0,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/reports,AnalyticsController_getReports,Yes,0,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/reports/{id},AnalyticsController_getReportById,Yes,1,,200,,200=>application/json:object
analytics,GET,/api-v2/analytics/unit-types,AnalyticsController_getUnitTypes,Yes,0,,200,,200=>application/json:object
analytics,POST,/api-v2/analytics/report-categories,AnalyticsController_createReportCategory,Yes,0,application/json:CreateReportCategoryValidation,201,,201=>application/json:object
analytics,POST,/api-v2/analytics/send-email,AnalyticsController_create,Yes,0,application/json:SendReportInMail,201,,201=>application/json:object
analytics,PUT,/api-v2/analytics/report-categories/{id},AnalyticsController_updateReportCategory,Yes,1,application/json:CreateReportCategoryValidation,200,,200=>application/json:object
analytics,PUT,/api-v2/analytics/reports/{id},AnalyticsController_updateReport,Yes,1,application/json:UpdateReportValidation,200,,200=>application/json:object
analytics,DELETE,/api-v2/analytics/report-categories/{id},AnalyticsController_deleteReportCategory,Yes,1,,200,,200=>application/json:object
applications,GET,/api-v2/applications,ApplicationController_getAll,Yes,7,,200,,200=>application/json:ApplicationPaginator
applications,POST,/api-v2/applications,ApplicationController_create,Yes,0,application/json:CreateApplicationValidation,201,,201=>application/json:ApplicationDTO
applications,POST,/api-v2/applications/public,ApplicationController_publicCreate,No,0,application/json:PublicCreateApplicationValidation,201,,201=>application/json:object
applications,PATCH,/api-v2/applications/{id},ApplicationController_update,Yes,1,application/json:UpdateApplicationValidation,200,,200=>application/json:ApplicationDTO
applications,PATCH,/api-v2/applications/{id}/approve,ApplicationController_approve,Yes,1,,200,,200=>application/json:object
applications,PATCH,/api-v2/applications/{id}/reject,ApplicationController_reject,Yes,1,application/json:RejectApplicationValidation,200,,200=>application/json:object
auth,GET,/api-v2/auth/me,AuthController_me,Yes,0,,200,,200=>application/json:UserDTOWithoutToken
auth,POST,/api-v2/auth/check-token,AuthController_checkToken,No,0,application/json:CheckUserToken,201,,201=>application/json:UserDTO
auth,POST,/api-v2/auth/impersonate,AuthController_loginAsMember,No,0,application/json:LoginAsMemberValidation,201,,201=>application/json:object
auth,POST,/api-v2/auth/login,AuthController_userLogin,No,0,application/json:LoginUser,201,,201=>application/json:object
bills,GET,/api-v2/bills/approval-logs,BillsController_getApprovalLogsByInvoiceId,Yes,1,,200,,200=>application/json:object
bills,POST,/api-v2/bills/approve,BillsController_approveBillByReviewer,Yes,0,application/json:ApproveBill,201,,201=>application/json:object
bills,PUT,/api-v2/bills/revoke,BillsController_revokeBillByReviewer,Yes,0,application/json:ApproveBill,200,,200=>application/json:object
budgets,GET,/api-v2/budgets,BudgetController_getAll,Yes,7,,200,,200=>application/json:array<BudgetDTO>
budgets,GET,/api-v2/budgets/values,BudgetController_getBudgetValues,Yes,7,,200,,200=>application/json:array<BudgetValueDTO>
budgets,POST,/api-v2/budgets,BudgetController_create,Yes,0,application/json:CreateBudget,201,,201=>application/json:BudgetDTO
budgets,POST,/api-v2/budgets/values,BudgetController_createBudgetValue,Yes,0,application/json:CreateBudgetValueValidation,201,,201=>application/json:BudgetValueDTO
budgets,POST,/api-v2/budgets/values/template,BudgetController_getTemplate,Yes,0,application/json:GetBudgetTemplateValidation,201,,201=>application/json:object
budgets,POST,/api-v2/budgets/values/{id}/import,BudgetController_import,Yes,1,,201,,201=>application/json:object
budgets,PATCH,/api-v2/budgets/values/{id},BudgetController_UpdateBudgetValueValue,Yes,1,application/json:UpdateBudgetValueValue,200,,200=>application/json:BudgetValueDTO
budgets,DELETE,/api-v2/budgets/values/{id},BudgetController_removeBudgetValue,Yes,1,,200,,
cams,GET,/api-v2/cams,CamsController_getAll,Yes,7,,200,,200=>application/json:object
cams,GET,/api-v2/cams/cams-expenses-lines/{id},CamsController_getCamsWithExpensesLines,Yes,1,,200,,200=>application/json:object
cams,GET,/api-v2/cams/get-cam-invoices/{id},CamsController_getCamInvoices,Yes,1,,200,,200=>application/json:object
cams,GET,/api-v2/cams/get-invoices-members-simulation/{id},CamsController_getInvoicesMembersSimulation,Yes,1,,200,,200=>application/json:object
cams,GET,/api-v2/cams/initiating-invoice-members/{id},CamsController_initiatingInvoiceMembers,Yes,1,,200,,200=>application/json:object
cams,GET,/api-v2/cams/outstanding-cams-report,CamsController_getOutstandingCamsReport,Yes,3,,200,,
cams,POST,/api-v2/cams,CamsController_createCam,Yes,0,application/json:CreateCAM,201,,201=>application/json:object
cams,PATCH,/api-v2/cams/{id},CamsController_update,Yes,1,application/json:UpdateCAM,200,,200=>application/json:object
chats,GET,/api-v2/chats,ChatController_getChatConversations,Yes,0,,200,,200=>application/json:object
chats,GET,/api-v2/chats/chat-notification-user-email,ChatController_getChatNotificationEmails,Yes,0,,200,,200=>application/json:object
chats,GET,/api-v2/chats/tenants/{id},ChatController_getConversationByTenantId,Yes,1,,200,,200=>application/json:object
chats,GET,/api-v2/chats/{id},ChatController_getConversation,Yes,1,,200,,200=>application/json:object
chats,POST,/api-v2/chats,ChatController_sendMessage,Yes,0,application/json:CreateChatMessageValidation,201,,201=>application/json:object
chats,POST,/api-v2/chats/chat-notification-user-email,ChatController_storeChatNotificationUserEmails,Yes,0,application/json:ChatNotificationUserEmailValidation,201,,201=>application/json:object
checks,GET,/api-v2/checks,CheckController_index,Yes,7,,200,,200=>application/json:object
checks,GET,/api-v2/checks/{id},CheckController_getById,Yes,2,,200,,200=>application/json:object
checks,POST,/api-v2/checks,CheckController_create,Yes,0,application/json:CreateCheck,201,,201=>application/json:object
checks,PATCH,/api-v2/checks/{id},CheckController_updateCheck,Yes,1,application/json:UpdateCheck,200,,200=>application/json:object
checks,DELETE,/api-v2/checks/{id},CheckController_deleteCheck,Yes,1,,200,,200=>application/json:object
companies,GET,/api-v2/companies,CompanyController_getAll,Yes,7,,200,,200=>application/json:array<object>
companies,POST,/api-v2/companies,CompanyController_create,Yes,0,application/json:CreateCompanyValidation,201,,201=>application/json:CompanyDto
companies,PATCH,/api-v2/companies/{id},CompanyController_update,Yes,1,application/json:UpdateCompanyValidation,200,,200=>application/json:CompanyDto
content,GET,/api-v2/content,ContentController_get,Yes,7,,200,,200=>application/json:object
content,GET,/api-v2/content/ticket-analytics-report,ContentController_getTicketAnalyticsReport,Yes,3,,200,,200=>application/json:object
content,GET,/api-v2/content/{id},ContentController_getById,Yes,2,,200,,200=>application/json:object
content,POST,/api-v2/content,ContentController_create,Yes,0,application/json:CreateContent,201,,201=>application/json:object
content,POST,/api-v2/content/overdue-notification,ContentController_overdueNotification,Yes,0,,201,,201=>application/json:object
contract-templates,GET,/api-v2/contract-templates,ContractTemplateController_getAll,Yes,7,,200,,200=>application/json:object
contract-templates,POST,/api-v2/contract-templates,ContractTemplateController_create,Yes,0,application/json:CreateContractTemplate,201,,201=>application/json:object
contract-templates,DELETE,/api-v2/contract-templates/{id},ContractTemplateController_destroy,Yes,1,,200,,200=>application/json:object
contracts,GET,/api-v2/contracts,ContractController_index,Yes,7,,200,,200=>application/json:object
contracts,GET,/api-v2/contracts/search_member,ContractController_searchMember,Yes,7,,200,,200=>application/json:object
contracts,GET,/api-v2/contracts/{id},ContractController_show,Yes,1,,200,,200=>application/json:ContractDTO
contracts,POST,/api-v2/contracts/smart,ContractController_create,Yes,0,application/json:CreateSmartContract,201,,201=>application/json:ContractDTO
contracts,PUT,/api-v2/contracts/{id},ContractController_update,Yes,1,application/json:UpdateSmartContractValidation,200,,200=>application/json:object
contracts,PATCH,/api-v2/contracts/{id}/approve,ContractController_approve,Yes,1,,200,,200=>application/json:object
contracts,PATCH,/api-v2/contracts/{id}/decline,ContractController_decline,Yes,1,application/json:DeclineSmartContract,200,,200=>application/json:object
contracts,PATCH,/api-v2/contracts/{id}/sign,ContractController_sign,Yes,1,,200,,200=>application/json:object
contracts,DELETE,/api-v2/contracts/{id},ContractController_remove,Yes,1,,200,,200=>application/json:object
countries,GET,/api-v2/countries,CountryController_index,Yes,6,,200,,200=>application/json:object
countries,GET,/api-v2/countries/{id},CountryController_getById,Yes,1,,200,,200=>application/json:object
currencies,GET,/api-v2/currencies,CurrencyController_index,Yes,6,,200,,200=>application/json:array<CurrencyDTO>
custom-field-values,GET,/api-v2/custom-field-values,CustomFieldValuesController_getAll,Yes,7,,200,,200=>application/json:CustomFieldValuePaginator
custom-field-values,POST,/api-v2/custom-field-values,CustomFieldValuesController_create,Yes,0,application/json:array<string>,201,,201=>application/json:CustomFieldValueDTO
custom-field-values,PATCH,/api-v2/custom-field-values/{id},CustomFieldValuesController_update,Yes,1,application/json:UpdateCustomFieldValueValidation,200,,200=>application/json:CustomFieldValueDTO
custom-fields,GET,/api-v2/custom-fields,CustomFieldsController_getAll,Yes,7,,200,,200=>application/json:CustomFieldPaginator
custom-fields,POST,/api-v2/custom-fields,CustomFieldsController_create,Yes,0,application/json:CreateCustomFieldValidation,201,,201=>application/json:CustomFieldDTO
custom-fields,PATCH,/api-v2/custom-fields/{id},CustomFieldsController_update,Yes,1,application/json:UpdateCustomFieldValidation,200,,200=>application/json:CustomFieldDTO
email-group-conditions,GET,/api-v2/email-group-conditions,EmailGroupConditionController_index,Yes,7,,200,,200=>application/json:object
email-group-conditions,GET,/api-v2/email-group-conditions/{id},EmailGroupConditionController_show,Yes,1,,200,,200=>application/json:EmailGroupConditionDTO
email-group-conditions,GET,/api-v2/email-group-conditions/{id}/{selector},EmailGroupConditionController_showEmails,Yes,2,,200,,200=>application/json:object
email-group-conditions,POST,/api-v2/email-group-conditions,EmailGroupConditionController_create,Yes,0,,201,,201=>application/json:array<EmailGroupConditionDTO>
email-group-conditions,PUT,/api-v2/email-group-conditions,EmailGroupConditionController_update,Yes,0,,200,,200=>application/json:array<EmailGroupConditionDTO>
email-group-conditions,DELETE,/api-v2/email-group-conditions/{id},EmailGroupConditionController_remove,Yes,1,,200,,200=>application/json:number
email-groups,GET,/api-v2/email-groups,EmailGroupController_index,Yes,7,,200,,200=>application/json:object
email-groups,GET,/api-v2/email-groups/{id},EmailGroupController_show,Yes,1,,200,,200=>application/json:EmailGroupDTO
email-groups,POST,/api-v2/email-groups,EmailGroupController_create,Yes,0,application/json:CreateEmailGroup,201,,201=>application/json:EmailGroupDTO
email-groups,PUT,/api-v2/email-groups/{id},EmailGroupController_update,Yes,1,application/json:UpdateEmailGroup,200,,200=>application/json:EmailGroupDTO
email-groups,DELETE,/api-v2/email-groups/{id},EmailGroupController_remove,Yes,1,,200,,200=>application/json:number
email-lists,GET,/api-v2/email-lists,EmailListController_index,Yes,7,,200,,200=>application/json:object
email-logs,GET,/api-v2/email-logs,EmailLogController_getLeadsByEmail,Yes,3,,200,,200=>application/json:object
email-logs,GET,/api-v2/email-logs/export,EmailLogController_exportEmailLogs,Yes,2,,200,,
email-senders,GET,/api-v2/email-senders,EmailSenderController_index,Yes,7,,200,,200=>application/json:object
email-senders,GET,/api-v2/email-senders/{id},EmailSenderController_show,Yes,1,,200,,200=>application/json:EmailSenderDTO
email-senders,POST,/api-v2/email-senders,EmailSenderController_create,Yes,0,application/json:CreateEmailSender,201,,201=>application/json:EmailSenderDTO
email-senders,PUT,/api-v2/email-senders/{id},EmailSenderController_update,Yes,1,application/json:UpdateEmailSender,200,,200=>application/json:EmailSenderDTO
email-senders,DELETE,/api-v2/email-senders/{id},EmailSenderController_remove,Yes,1,,200,,200=>application/json:number
email-templates,GET,/api-v2/email-templates,EmailTemplateController_index,Yes,7,,200,,200=>application/json:object
email-templates,GET,/api-v2/email-templates/{id},EmailTemplateController_show,Yes,1,,200,,200=>application/json:EmailTemplateDTO
email-templates,POST,/api-v2/email-templates,EmailTemplateController_create,Yes,0,application/json:CreateEmailTemplate,201,,201=>application/json:EmailTemplateDTO
email-templates,PUT,/api-v2/email-templates/{id},EmailTemplateController_update,Yes,1,application/json:UpdateEmailTemplate,200,,200=>application/json:EmailTemplateDTO
email-templates,DELETE,/api-v2/email-templates/{id},EmailTemplateController_remove,Yes,1,,200,,200=>application/json:number
email-variables,GET,/api-v2/email-variables,EmailVariablesController_index,Yes,7,,200,,
expense-types,GET,/api-v2/expense-types,ExpenseTypeController_index,Yes,7,,200,,200=>application/json:object
expense-types,GET,/api-v2/expense-types/{id},ExpenseTypeController_getById,Yes,1,,200,,200=>application/json:ExpenseTypeDTO
expense-types,POST,/api-v2/expense-types,ExpenseTypeController_create,Yes,0,application/json:CreateExpenseType,201,,201=>application/json:object
expense-types,PATCH,/api-v2/expense-types/{id},ExpenseTypeController_updateExpenseType,Yes,1,application/json:UpdateExpenseType,200,,200=>application/json:object
expense-types,DELETE,/api-v2/expense-types/{id},ExpenseTypeController_deleteExpenseType,Yes,1,,200,,200=>application/json:object
expenses,GET,/api-v2/expenses,ExpenseController_index,Yes,7,,200,,200=>application/json:object
expenses,GET,/api-v2/expenses/{id},ExpenseController_getById,Yes,1,,200,,200=>application/json:object
expenses,POST,/api-v2/expenses,ExpenseController_create,Yes,0,application/json:CreateExpense,201,,201=>application/json:object
expenses,PATCH,/api-v2/expenses/{id},ExpenseController_updateExpense,Yes,1,application/json:UpdateExpense,200,,200=>application/json:object
expenses,DELETE,/api-v2/expenses/{id},ExpenseController_deleteExpense,Yes,1,,200,,200=>application/json:object
external-amenities,GET,/api-v2/external-amenities,ExternalAmenitiesController_getExternalAmenities,Yes,0,,200,,200=>application/json:object
external-amenities,GET,/api-v2/external-amenities/icons,ExternalAmenitiesController_getExternalAmenityIcons,Yes,0,,200,,200=>application/json:object
external-amenities,POST,/api-v2/external-amenities,ExternalAmenitiesController_createExternalAmenity,Yes,0,application/json:CreateExternalAmenityValidation,201,,201=>application/json:object
external-amenities,PUT,/api-v2/external-amenities/{id},ExternalAmenitiesController_update,Yes,1,application/json:UpdateExternalAmenityValidation,200,,200=>application/json:ExternalAmenityDto
external-amenities,DELETE,/api-v2/external-amenities/{id},ExternalAmenitiesController_removeListingSectionItem,Yes,1,,200,,200=>application/json:object
failure-logs,GET,/api-v2/failure-logs,FailureLogsController_getAll,Yes,7,,200,,200=>application/json:object
file-upload,POST,/api-v2/file-upload,FileUploadController_create,Yes,0,,201,,
floor-plan-markers,GET,/api-v2/floor-plan-markers/locations/{locationId},FloorPlanController_getFloorPlanByLocationId,Yes,1,,200,,200=>application/json:object
floor-plan-markers,GET,/api-v2/floor-plan-markers/offices/{officeId},FloorPlanController_getFloorPanByOfficeId,Yes,1,,200,,200=>application/json:object
floor-plan-markers,POST,/api-v2/floor-plan-markers,FloorPlanController_create,Yes,0,application/json:CreateFloorPlanMarkerValidation,201,,201=>application/json:object
floor-plan-markers,DELETE,/api-v2/floor-plan-markers/locations/{locationId},FloorPlanController_deleteLocationMarkers,Yes,1,,200,,200=>application/json:object
form-template-fields,GET,/api-v2/form-template-fields,FormTemplateFieldsController_getAll,Yes,7,,200,,200=>application/json:FormTemplateFieldPaginator
form-template-fields,POST,/api-v2/form-template-fields,FormTemplateFieldsController_create,Yes,0,application/json:CreateFormTemplateFieldValidation,201,,201=>application/json:FormTemplateFieldDTO
form-template-fields,PATCH,/api-v2/form-template-fields/{id},FormTemplateFieldsController_update,Yes,1,application/json:UpdateFormTemplateFieldValidation,200,,200=>application/json:FormTemplateFieldDTO
form-templates,GET,/api-v2/form-templates,FormTemplatesController_getAll,Yes,7,,200,,200=>application/json:FormTemplatePaginator
form-templates,GET,/api-v2/form-templates/public/{id},FormTemplatesController_publicGetFromTemplate,Yes,1,,200,,200=>application/json:object
form-templates,POST,/api-v2/form-templates,FormTemplatesController_create,Yes,0,application/json:CreateFormTemplateValidation,201,,201=>application/json:FormTemplateDTO
form-templates,PATCH,/api-v2/form-templates/{id},FormTemplatesController_update,Yes,1,application/json:UpdateFormTemplateValidation,200,,200=>application/json:FormTemplateDTO
general-ledger,GET,/api-v2/general-ledger,GeneralLedgerController_index,Yes,3,,200,,
health,POST,/api-v2/health,HealthCheckController_check,Yes,0,,"200, 201",,200=>application/json:object; 201=>application/json:object; 503=>application/json:object
inspections,GET,/api-v2/inspections,InspectionsController_index,Yes,7,,200,,200=>application/json:object
inspections,GET,/api-v2/inspections/{id},InspectionsController_getById,Yes,2,,200,,200=>application/json:object
inspections,POST,/api-v2/inspections,InspectionsController_create,Yes,0,application/json:CreateInspection,201,,201=>application/json:object
inspections,POST,/api-v2/inspections/{id}/comments,InspectionsController_addComment,Yes,1,application/json:CreateInspectionCommentValidation,201,,201=>application/json:object
inspections,POST,/api-v2/inspections/{id}/send-reminder,InspectionsController_sendReminder,Yes,1,,201,,201=>application/json:object
inspections,PATCH,/api-v2/inspections/{id},InspectionsController_updateInspection,Yes,1,application/json:UpdateInspection,200,,200=>application/json:object
inspections,DELETE,/api-v2/inspections/comments/{id},InspectionsController_deleteInspectionComment,Yes,1,,200,,200=>application/json:object
inspections,DELETE,/api-v2/inspections/{id},InspectionsController_deleteInspection,Yes,1,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices,InvoiceController_index,Yes,8,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices/delinquency,InvoiceController_getAllOfficesHistoryDelinquency,Yes,1,,200,,
invoices,GET,/api-v2/invoices/expense-accrual,InvoiceController_getExpenseAccrual,Yes,8,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices/expense-cash,InvoiceController_getExpenseCash,Yes,8,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices/failed-integrations,InvoiceController_getFailedIntegrations,Yes,3,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices/failed-to-be-sent-invoices,InvoiceController_getFailedToBeSentInvoices,Yes,7,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices/getAllUnpaidInvoicesForCurrentMonth,InvoiceController_getAllUnpaidInvoicesForCurrentMonth,Yes,0,,200,,200=>application/json:array<InvoiceDTO>
invoices,GET,/api-v2/invoices/income-accrual,InvoiceController_getIncomeAccrual,Yes,8,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices/income-cash,InvoiceController_getIncomeCash,Yes,8,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices/invoice-extensions,InvoiceController_getInvoiceExtensions,Yes,7,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices/invoice-extensions-within-date-range,InvoiceController_getInvoiceExtensionsWithinDateRange,Yes,3,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices/invoice-extensions-within-date-range/owner,InvoiceController_getOwnerInvoiceExtensionsWithinDateRange,Yes,3,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices/open-with-offices,InvoiceController_getOpenInvoicesWithOffices,Yes,1,,200,,200=>application/json:array<object>
invoices,GET,/api-v2/invoices/open-with-offices/owner,InvoiceController_getOwnerOpenInvoicesWithOffices,Yes,1,,200,,200=>application/json:array<object>
invoices,GET,/api-v2/invoices/recurring,InvoiceController_getInvoicesRecurringTemplate,Yes,7,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices/recurring/{id},InvoiceController_getInvoicesRecurringTemplateById,Yes,1,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices/tenant-ledger,InvoiceController_getAllTenantInvoicesPayments,Yes,2,,200,,
invoices,GET,/api-v2/invoices/vendor,InvoiceController_getVendorInvoices,Yes,7,,200,,200=>application/json:object
invoices,GET,/api-v2/invoices/within-date-range,InvoiceController_getInvoicesWithinDateWithOffices,Yes,3,,200,,200=>application/json:array<object>
invoices,GET,/api-v2/invoices/within-date-range/owner,InvoiceController_getOwnerInvoicesWithinDateWithOffices,Yes,3,,200,,200=>application/json:array<object>
invoices,GET,/api-v2/invoices/{id},InvoiceController_getById,Yes,2,,200,,200=>application/json:object
invoices,POST,/api-v2/invoices,InvoiceController_create,Yes,0,application/json:CreateInvoice,201,,
invoices,POST,/api-v2/invoices/preview,InvoiceController_getInvoicePreview,Yes,0,application/json:GetInvoicePreviewValidation,201,,201=>application/json:object
invoices,POST,/api-v2/invoices/recurring,InvoiceController_createRecurring,Yes,0,application/json:CreateRecurringValidation,201,,201=>application/json:object
